# Constructed from biom file
#OTU ID	ERR12448528	ERR12448538	ERR12448543	ERR12448544	ERR12448552	ERR12448554	ERR12448560	ERR12448561	ERR12448567	ERR12448571	ERR12448580	ERR12448588	ERR12448595	ERR12448596	ERR12448598	ERR12448617	ERR12448619	ERR12448637	ERR12448640	ERR12448644	ERR12448745	ERR12448747	ERR12448750	ERR12448751	ERR12448757	ERR12448776	ERR12448778	ERR12448779	ERR12448780	ERR12448781	ERR12448785	ERR4250216	ERR4250219	ERR4250220	ERR4250228	ERR4250240	ERR4250243	ERR4250245	ERR4250246	ERR4250248	ERR4250256	ERR4250258	ERR4250262	ERR4250263	ERR4250264	ERR4250268	ERR4250271	ERR4250272	ERR4250275	ERR4250290	ERR4250304	ERR4250305	ERR4250310	ERR4250316	ERR4250317	ERR4250324	ERR4250326	ERR4250346	ERR4250359	ERR4250360	ERR4250368	ERR4250370	ERR4250372	ERR4250380	ERR4250382	ERR4250385	ERR4250394	ERR4250397	ERR4250398	ERR4250400	ERR4250403	ERR4250439	ERR4250442	ERR4250443	ERR4250474	ERR4250481	ERR4250483	ERR4250485	ERR4250488	ERR4250489	ERR4250491	ERR4250501	ERR4250506	ERR4250519	ERR4250522	ERR4250535	ERR4250536	ERR4250537	ERR4250539	ERR4250550	ERR4250551	ERR4250556	ERR4250557	ERR4250558	ERR4250561	ERR4250564	ERR4250568	ERR4254389	ERR4254407	ERR4254413	ERR4254418	ERR4254427	ERR4254432	ERR4254437	ERR4254438	ERR4254446	ERR4254448	ERR4254449	ERR4254452	ERR4254455	ERR4254458	ERR4254461	ERR4254464	ERR4254468	ERR4254469	ERR4254472	ERR4254473	ERR4254478	ERR4254485	ERR4254489	ERR4254490	ERR4254493	ERR4254494	ERR4254496	ERR4254500	ERR4254501	ERR4254506	ERR4254508	ERR4254510	ERR4254512	ERR4254518	ERR4254519	ERR4254522
25def15fb42bed6855ede4893d27a21d	74.0	0.0	490.0	412.0	11112.0	0.0	5.0	490.0	0.0	145.0	0.0	6.0	49.0	0.0	0.0	53.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	10530.0	0.0	4.0	3454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	670.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	577.0	0.0	0.0	286.0	18.0	48.0	0.0	0.0	177.0	9.0	0.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.0	49.0	0.0	463.0	0.0	4.0	57.0	0.0	57.0	11.0	861.0	104.0	1574.0	3698.0	4129.0	908.0	0.0	0.0	0.0	0.0	792.0	9.0	0.0	0.0	12.0	0.0	0.0	4.0	4.0	23.0	0.0	12647.0	2521.0	3.0	0.0	0.0	0.0	1421.0	3360.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	3.0	5.0	10094.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5193.0
e2c3ff4f647112723741aa72087f1bfa	60.0	359.0	182.0	696.0	0.0	1072.0	169.0	2371.0	2082.0	614.0	1810.0	0.0	32.0	3011.0	134.0	126.0	183.0	2197.0	646.0	27.0	188.0	4542.0	3854.0	0.0	21.0	61.0	82.0	1030.0	549.0	234.0	5.0	21.0	937.0	218.0	0.0	656.0	51.0	22.0	15.0	39.0	0.0	0.0	19.0	0.0	0.0	648.0	0.0	274.0	0.0	437.0	57.0	15.0	288.0	20.0	0.0	32.0	38.0	47.0	157.0	95.0	188.0	8.0	13.0	20.0	455.0	66.0	5806.0	178.0	74.0	0.0	73.0	483.0	51.0	0.0	184.0	0.0	744.0	127.0	52.0	282.0	44.0	11.0	77.0	0.0	15.0	819.0	0.0	0.0	249.0	0.0	0.0	38.0	547.0	0.0	24.0	0.0	146.0	264.0	825.0	158.0	216.0	151.0	212.0	2385.0	0.0	194.0	1347.0	2.0	384.0	5674.0	378.0	43.0	6.0	40.0	1096.0	0.0	250.0	436.0	16.0	19.0	331.0	479.0	213.0	7666.0	1347.0	642.0	256.0	2394.0	0.0	4.0	250.0	0.0	0.0
04195686f2b70585790ec75320de0d6f	18.0	182.0	414.0	0.0	134.0	0.0	37.0	719.0	1256.0	41.0	509.0	170.0	0.0	46.0	4995.0	854.0	32.0	0.0	3149.0	0.0	680.0	0.0	44.0	0.0	72.0	1102.0	0.0	507.0	13.0	31.0	16.0	14.0	0.0	31.0	0.0	22.0	0.0	26.0	0.0	0.0	65.0	0.0	345.0	45.0	7.0	320.0	11.0	80.0	24.0	513.0	0.0	14.0	0.0	0.0	46.0	44.0	72.0	0.0	12.0	29.0	9.0	0.0	2110.0	14.0	0.0	6449.0	2292.0	54.0	41.0	25.0	1850.0	8.0	23.0	236.0	50.0	129.0	36.0	0.0	258.0	28.0	52.0	33.0	60.0	0.0	395.0	0.0	100.0	0.0	68.0	31.0	14.0	50.0	25.0	30.0	31.0	19.0	45.0	40.0	17.0	20.0	16.0	7240.0	321.0	90.0	21.0	15.0	0.0	195.0	395.0	8216.0	20.0	15.0	13.0	59.0	13.0	7.0	11.0	293.0	52.0	209.0	0.0	17.0	4167.0	86.0	60.0	19.0	79.0	2201.0	3968.0	683.0	24.0	0.0	5791.0
764bb70efe70ec930379806d178319cb	0.0	71.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	324.0	0.0	0.0	314.0	0.0	0.0	0.0	0.0	119.0	0.0	37.0	0.0	77.0	0.0	0.0	0.0	0.0	8374.0	0.0	0.0	342.0	0.0	1666.0	0.0	9861.0	0.0	67.0	0.0	0.0	0.0	936.0	0.0	0.0	0.0	0.0	942.0	112.0	0.0	0.0	0.0	3816.0	0.0	1913.0	244.0	0.0	0.0	0.0	0.0	1799.0	108.0	0.0	0.0	4426.0	0.0	0.0	4153.0	104.0	0.0	5618.0	0.0	0.0	0.0	0.0	0.0	0.0	5008.0	0.0	5414.0	755.0	1666.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	599.0	0.0	0.0	0.0	0.0	0.0	0.0	1338.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363.0	0.0	0.0	3982.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
010f0ac2691bc0be12d0633d4b5d2cc4	0.0	307.0	1163.0	1120.0	0.0	0.0	100.0	0.0	757.0	406.0	130.0	232.0	46.0	1234.0	492.0	0.0	1423.0	0.0	401.0	0.0	38.0	211.0	109.0	0.0	12.0	16.0	0.0	168.0	33.0	1014.0	0.0	429.0	119.0	0.0	48.0	7105.0	882.0	30.0	0.0	457.0	4361.0	0.0	0.0	333.0	0.0	2091.0	99.0	201.0	0.0	3877.0	648.0	45.0	538.0	1056.0	1498.0	622.0	0.0	990.0	0.0	0.0	882.0	220.0	677.0	0.0	264.0	0.0	0.0	288.0	103.0	639.0	663.0	129.0	0.0	344.0	0.0	98.0	319.0	107.0	437.0	198.0	0.0	49.0	0.0	199.0	538.0	156.0	70.0	0.0	224.0	0.0	161.0	255.0	0.0	0.0	523.0	0.0	34.0	526.0	0.0	233.0	1258.0	21.0	939.0	0.0	2086.0	0.0	103.0	177.0	492.0	0.0	1276.0	1020.0	1878.0	158.0	0.0	677.0	347.0	1205.0	708.0	0.0	1849.0	978.0	211.0	596.0	806.0	0.0	0.0	2842.0	31.0	0.0	717.0	120.0	0.0
3d766867c97f511431bf97e059d6498f	0.0	0.0	2617.0	64.0	0.0	0.0	116.0	110.0	190.0	0.0	14.0	0.0	32.0	127.0	362.0	83.0	607.0	0.0	28.0	189.0	45.0	127.0	8.0	0.0	0.0	0.0	0.0	336.0	0.0	457.0	160.0	219.0	38.0	0.0	0.0	8.0	0.0	731.0	0.0	357.0	84.0	0.0	371.0	0.0	0.0	0.0	9.0	1475.0	4.0	0.0	256.0	10.0	224.0	441.0	7.0	97.0	0.0	0.0	0.0	38.0	346.0	28.0	0.0	0.0	39.0	109.0	0.0	77.0	378.0	222.0	530.0	133.0	0.0	198.0	0.0	387.0	0.0	0.0	178.0	0.0	22.0	0.0	105.0	0.0	201.0	109.0	0.0	90.0	78.0	0.0	0.0	22.0	15.0	40.0	252.0	0.0	17.0	3209.0	10.0	1965.0	0.0	229.0	2965.0	728.0	0.0	93.0	23.0	477.0	3210.0	311.0	10.0	5120.0	320.0	0.0	0.0	442.0	16.0	2190.0	1063.0	15827.0	0.0	11.0	1216.0	0.0	0.0	0.0	18.0	454.0	553.0	8.0	3093.0	418.0	13.0
149e7d5e484d157f2ac6140a2111618e	0.0	25.0	1703.0	1253.0	0.0	0.0	202.0	106.0	1285.0	0.0	783.0	853.0	12.0	2463.0	737.0	22.0	4532.0	71.0	184.0	1621.0	213.0	0.0	10896.0	0.0	2301.0	337.0	0.0	1021.0	814.0	0.0	116.0	346.0	27.0	0.0	0.0	0.0	82.0	209.0	26.0	675.0	435.0	0.0	0.0	105.0	0.0	453.0	0.0	258.0	0.0	0.0	429.0	17.0	648.0	113.0	341.0	676.0	249.0	261.0	0.0	43.0	291.0	120.0	622.0	49.0	116.0	8.0	0.0	29.0	35.0	38.0	114.0	190.0	10.0	0.0	0.0	35.0	106.0	86.0	0.0	196.0	73.0	0.0	0.0	14.0	200.0	710.0	23.0	63.0	160.0	0.0	34.0	578.0	11.0	0.0	243.0	0.0	302.0	320.0	11.0	131.0	394.0	0.0	519.0	2372.0	0.0	24.0	43.0	58.0	3382.0	0.0	0.0	37.0	94.0	1327.0	864.0	209.0	88.0	344.0	513.0	219.0	0.0	31.0	677.0	891.0	0.0	1867.0	0.0	19.0	103.0	0.0	24.0	310.0	0.0
c4f9ef34bd2919511069f409c25de6f1	0.0	0.0	1131.0	0.0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	565.0	0.0	513.0	3645.0	246.0	0.0	0.0	0.0	72.0	0.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1303.0	0.0	5746.0	110.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	0.0	0.0	4661.0	155.0	0.0	586.0	1920.0	0.0	0.0	0.0	0.0	828.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	351.0	658.0	413.0	0.0	1117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	5950.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	776.0	0.0	0.0	0.0	489.0	0.0	0.0	608.0	0.0	0.0	6452.0	0.0	0.0	0.0	288.0	0.0	8504.0	0.0	0.0	1346.0	0.0	0.0	121.0	5327.0	0.0
59196a586276f0be745d0e334fc071c6	311.0	50.0	241.0	984.0	61.0	0.0	353.0	2316.0	44.0	1049.0	1042.0	811.0	31.0	1002.0	408.0	158.0	192.0	0.0	328.0	278.0	262.0	1988.0	1130.0	19.0	110.0	451.0	0.0	359.0	588.0	58.0	498.0	65.0	110.0	141.0	0.0	246.0	57.0	321.0	94.0	61.0	91.0	100.0	38.0	17.0	151.0	77.0	33.0	42.0	0.0	81.0	190.0	52.0	61.0	233.0	107.0	105.0	0.0	89.0	230.0	873.0	209.0	71.0	40.0	13.0	56.0	559.0	0.0	20.0	102.0	22.0	77.0	116.0	116.0	0.0	0.0	34.0	423.0	17.0	342.0	330.0	134.0	36.0	236.0	101.0	83.0	219.0	22.0	54.0	544.0	302.0	50.0	102.0	11.0	392.0	117.0	0.0	580.0	805.0	0.0	461.0	213.0	0.0	475.0	699.0	679.0	151.0	705.0	36.0	306.0	2437.0	456.0	797.0	191.0	1221.0	0.0	1978.0	313.0	245.0	485.0	347.0	3599.0	463.0	810.0	1287.0	0.0	0.0	812.0	0.0	66.0	0.0	1514.0	50.0	15.0
217185aee687740c4fa3cc0aa17ee4ff	13.0	2080.0	0.0	0.0	0.0	0.0	1095.0	0.0	0.0	10.0	0.0	13.0	69.0	0.0	17.0	1928.0	0.0	0.0	1503.0	10.0	2179.0	0.0	0.0	23.0	7.0	41.0	0.0	4.0	5711.0	22.0	0.0	262.0	439.0	0.0	89.0	0.0	0.0	0.0	199.0	0.0	0.0	355.0	224.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	205.0	315.0	114.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	614.0	0.0	109.0	0.0	0.0	45.0	0.0	0.0	1914.0	0.0	0.0	4.0	650.0	271.0	0.0	0.0	0.0	0.0	0.0	220.0	0.0	0.0	0.0	0.0	489.0	83.0	0.0	0.0	0.0	9.0	21.0	4252.0	9.0	7.0	0.0	15.0	0.0	2757.0	6960.0	0.0	6.0	7.0	0.0	1025.0	4.0	0.0	10.0	11.0	1645.0	0.0	0.0	5694.0	0.0	0.0	1742.0	8.0	0.0	4.0	0.0	16.0	183.0	0.0	0.0	0.0	0.0
